t,Mercury_x,Mercury_y,Venus_x,Venus_y,Earth_x,Earth_y,Mars_x,Mars_y,Jupiter_x,Jupiter_y,Saturn_x,Saturn_y,Uranus_x,Uranus_y,Neptune_x,Neptune_y,sat_x,sat_y
1123,6.99547,-57.4484,108.132,-0.54059,133.142,68.1029,-150.255,-171.182,-43.396,777.448,1139.65,868.936,2795.35,653.911,4464.05,526.014,172.932,-60.3567
1124,11.082,-56.8003,108.106,2.4869,131.953,70.3856,-148.68,-172.548,-44.5218,777.384,1139.15,869.597,2795.22,654.483,4463.99,526.48,173.508,-59.64
1125,15.1119,-55.862,107.996,5.51244,130.724,72.6475,-147.092,-173.901,-45.6476,777.318,1138.64,870.258,2795.08,655.055,4463.94,526.946,174.057,-58.9136
1126,19.0646,-54.6382,107.802,8.53366,129.456,74.8879,-145.491,-175.239,-46.7732,777.251,1138.14,870.918,2794.95,655.627,4463.88,527.413,174.577,-58.1779
1127,22.9198,-53.1352,107.522,11.5482,128.151,77.1061,-143.879,-176.562,-47.8988,777.182,1137.63,871.579,2794.81,656.198,4463.83,527.879,175.07,-57.4329
1128,26.6579,-51.3607,107.159,14.5537,126.807,79.3015,-142.254,-177.87,-49.0242,777.112,1137.12,872.238,2794.68,656.77,4463.77,528.345,175.535,-56.6788
1129,30.2598,-49.3237,106.712,17.5478,125.425,81.4734,-140.618,-179.163,-50.1496,777.04,1136.61,872.898,2794.54,657.342,4463.72,528.811,175.972,-55.9158
1130,33.7071,-47.0346,106.181,20.5282,124.007,83.6212,-138.97,-180.441,-51.2748,776.966,1136.11,873.557,2794.41,657.914,4463.66,529.278,176.382,-55.144
1131,36.982,-44.5051,105.567,23.4924,122.552,85.7442,-137.31,-181.705,-52.3999,776.891,1135.6,874.216,2794.27,658.486,4463.61,529.744,176.764,-54.3635
1132,40.068,-41.7481,104.87,26.4383,121.06,87.8418,-135.638,-182.952,-53.5249,776.814,1135.09,874.875,2794.14,659.058,4463.55,530.21,177.118,-53.5745
1133,42.9491,-38.7778,104.091,29.3635,119.533,89.9134,-133.955,-184.185,-54.6499,776.735,1134.58,875.533,2794,659.629,4463.49,530.676,177.445,-52.7771
1134,45.6107,-35.6092,103.23,32.2657,117.97,91.9584,-132.261,-185.402,-55.7746,776.655,1134.07,876.191,2793.87,660.201,4463.44,531.142,177.743,-51.9715
1135,48.0392,-32.2587,102.289,35.1426,116.373,93.9762,-130.556,-186.604,-56.8993,776.573,1133.56,876.849,2793.73,660.773,4463.38,531.609,178.015,-51.1577
1136,50.2222,-28.7432,101.268,37.9921,114.74,95.9662,-128.84,-187.79,-58.0239,776.49,1133.05,877.507,2793.6,661.345,4463.33,532.075,178.258,-50.336
1137,52.1485,-25.0809,100.167,40.8117,113.074,97.9277,-127.113,-188.96,-59.1483,776.404,1132.54,878.164,2793.46,661.916,4463.27,532.541,178.473,-49.5064
1138,53.8082,-21.2903,98.9881,43.5995,111.375,99.8603,-125.376,-190.114,-60.2726,776.318,1132.03,878.821,2793.33,662.488,4463.22,533.007,178.661,-48.6691
1139,55.193,-17.391,97.7315,46.353,109.642,101.763,-123.627,-191.253,-61.3968,776.229,1131.52,879.477,2793.19,663.059,4463.16,533.473,178.821,-47.8243
1140,56.2957,-13.4028,96.3984,49.0704,107.877,103.636,-121.869,-192.375,-62.5208,776.139,1131.01,880.134,2793.05,663.631,4463.1,533.939,178.953,-46.9719
1141,57.1107,-9.34606,94.9899,51.7493,106.081,105.478,-120.1,-193.481,-63.6448,776.048,1130.49,880.79,2792.92,664.202,4463.05,534.406,179.057,-46.1122
1142,57.634,-5.2416,93.5071,54.3877,104.252,107.29,-118.322,-194.571,-64.7686,775.954,1129.98,881.445,2792.78,664.774,4462.99,534.872,179.133,-45.2453
1143,57.8627,-1.11035,91.951,56.9835,102.393,109.069,-116.533,-195.645,-65.8922,775.86,1129.47,882.101,2792.64,665.345,4462.94,535.338,179.18,-44.3712
1144,57.7958,3.02658,90.3231,59.5348,100.504,110.816,-114.734,-196.702,-67.0157,775.763,1128.96,882.756,2792.51,665.917,4462.88,535.804,179.2,-43.4902
1145,57.4337,7.14805,88.6244,62.0394,98.5846,112.53,-112.926,-197.743,-68.1391,775.665,1128.44,883.411,2792.37,666.488,4462.82,536.27,179.191,-42.6023
1146,56.7782,11.233,86.8564,64.4956,96.6363,114.211,-111.109,-198.767,-69.2623,775.565,1127.93,884.065,2792.23,667.06,4462.77,536.736,179.154,-41.7076
1147,55.8327,15.2606,85.0204,66.9012,94.6594,115.858,-109.282,-199.774,-70.3854,775.464,1127.41,884.72,2792.1,667.631,4462.71,537.202,179.088,-40.8063
1148,54.6021,19.2102,83.1179,69.2546,92.6545,117.471,-107.446,-200.765,-71.5083,775.361,1126.9,885.374,2791.96,668.202,4462.66,537.668,178.993,-39.8985
1149,53.0927,23.0618,81.1504,71.5537,90.6221,119.049,-105.601,-201.739,-72.6311,775.256,1126.38,886.027,2791.82,668.774,4462.6,538.135,178.87,-38.9842
1150,51.3121,26.7956,79.1194,73.7969,88.563,120.592,-103.747,-202.696,-73.7538,775.15,1125.87,886.68,2791.69,669.345,4462.54,538.601,178.718,-38.0637
1151,49.2696,30.3926,77.0265,75.9824,86.4777,122.099,-101.884,-203.636,-74.8762,775.042,1125.35,887.334,2791.55,669.916,4462.49,539.067,178.537,-37.137
1152,46.9757,33.8345,74.8733,78.1084,84.3668,123.57,-100.013,-204.558,-75.9986,774.932,1124.84,887.986,2791.41,670.488,4462.43,539.533,178.327,-36.2042
1153,44.4419,37.1037,72.6616,80.1734,82.2309,125.005,-98.1333,-205.464,-77.1207,774.821,1124.32,888.639,2791.27,671.059,4462.37,539.999,178.087,-35.2654
1154,41.6813,40.1836,70.3931,82.1756,80.0708,126.402,-96.2455,-206.352,-78.2427,774.708,1123.8,889.291,2791.14,671.63,4462.32,540.465,177.818,-34.3209
1155,38.7081,43.0584,68.0696,84.1136,77.8869,127.763,-94.3496,-207.223,-79.3645,774.594,1123.29,889.943,2791,672.201,4462.26,540.931,177.52,-33.3705
1156,35.5373,45.7135,65.6928,85.9859,75.68,129.085,-92.4457,-208.077,-80.4862,774.478,1122.77,890.594,2790.86,672.772,4462.2,541.397,177.191,-32.4146
1157,32.1853,48.1354,63.2646,87.7909,73.4508,130.369,-90.5342,-208.913,-81.6077,774.36,1122.25,891.246,2790.72,673.343,4462.15,541.863,176.833,-31.4532
1158,28.6691,50.3118,60.787,89.5272,71.1998,131.615,-88.615,-209.732,-82.729,774.241,1121.73,891.896,2790.58,673.914,4462.09,542.329,176.444,-30.4864
1159,25.0067,52.2316,58.2619,91.1936,68.9277,132.822,-86.6884,-210.533,-83.8502,774.12,1121.21,892.547,2790.45,674.485,4462.03,542.795,176.024,-29.5143
1160,21.2168,53.885,55.6912,92.7887,66.6353,133.989,-84.7545,-211.316,-84.9712,773.998,1120.69,893.197,2790.31,675.056,4461.98,543.261,175.574,-28.5371
1161,17.3187,55.2637,53.077,94.3113,64.3232,135.117,-82.8135,-212.082,-86.092,773.873,1120.17,893.847,2790.17,675.627,4461.92,543.727,175.094,-27.5549
1162,13.3322,56.3607,50.4213,95.7602,61.9921,136.205,-80.8655,-212.83,-87.2126,773.748,1119.65,894.497,2790.03,676.198,4461.86,544.193,174.582,-26.5678
1163,9.27787,57.1703,47.7262,97.1342,59.6426,137.253,-78.9108,-213.56,-88.333,773.62,1119.13,895.147,2789.89,676.769,4461.81,544.659,174.038,-25.5759
1164,5.17621,57.6886,44.9938,98.4323,57.2755,138.26,-76.9494,-214.272,-89.4533,773.491,1118.61,895.796,2789.75,677.34,4461.75,545.125,173.463,-24.5793
1165,1.04817,57.9128,42.2262,99.6535,54.8915,139.227,-74.9815,-214.966,-90.5733,773.36,1118.09,896.445,2789.61,677.911,4461.69,545.591,172.856,-23.5782
1166,-3.08522,57.8419,39.4257,100.797,52.4912,140.152,-73.0074,-215.642,-91.6932,773.228,1117.57,897.093,2789.48,678.482,4461.64,546.057,172.217,-22.5727
1167,-7.20288,57.4763,36.5943,101.861,50.0755,141.035,-71.0272,-216.3,-92.8129,773.094,1117.05,897.741,2789.34,679.053,4461.58,546.523,171.545,-21.5629
1168,-11.2838,56.8179,33.7344,102.846,47.6449,141.877,-69.0409,-216.94,-93.9324,772.959,1116.52,898.389,2789.2,679.623,4461.52,546.989,170.84,-20.549
1169,-15.3073,55.87,30.8481,103.751,45.2003,142.678,-67.0489,-217.561,-95.0516,772.822,1116,899.037,2789.06,680.194,4461.46,547.455,170.102,-19.5311
1170,-19.2528,54.6374,27.9376,104.575,42.7423,143.436,-65.0513,-218.165,-96.1707,772.683,1115.48,899.684,2788.92,680.765,4461.41,547.921,169.331,-18.5094
1171,-23.1002,53.1266,25.0054,105.317,40.2716,144.151,-63.0481,-218.75,-97.2896,772.542,1114.96,900.331,2788.78,681.335,4461.35,548.387,168.525,-17.4839
1172,-26.83,51.3451,22.0537,105.976,37.7891,144.824,-61.0397,-219.316,-98.4083,772.4,1114.43,900.978,2788.64,681.906,4461.29,548.853,167.685,-16.4549
1173,-30.4231,49.3022,19.0847,106.553,35.2954,145.454,-59.0262,-219.864,-99.5268,772.257,1113.91,901.624,2788.5,682.477,4461.23,549.319,166.811,-15.4224
1174,-33.8613,47.0081,16.1008,107.047,32.7913,146.041,-57.0077,-220.394,-100.645,772.112,1113.38,902.271,2788.36,683.047,4461.18,549.785,165.901,-14.3867
1175,-37.127,44.4746,13.1043,107.457,30.2775,146.586,-54.9844,-220.905,-101.763,771.965,1112.86,902.916,2788.22,683.618,4461.12,550.251,164.956,-13.3479
1176,-40.2036,41.7147,10.0976,107.783,27.7547,147.086,-52.9566,-221.398,-102.881,771.816,1112.33,903.562,2788.08,684.188,4461.06,550.717,163.974,-12.3063
1177,-43.0755,38.7422,7.08305,108.025,25.2237,147.544,-50.9242,-221.872,-103.999,771.666,1111.81,904.207,2787.94,684.759,4461,551.183,162.956,-11.2618
1178,-45.728,35.5725,4.06294,108.183,22.6853,147.957,-48.8876,-222.327,-105.116,771.514,1111.28,904.852,2787.8,685.329,4460.95,551.649,161.901,-10.2148
1179,-48.1476,32.2217,1.03965,108.256,20.1402,148.327,-46.8469,-222.764,-106.233,771.361,1110.75,905.497,2787.66,685.9,4460.89,552.115,160.809,-9.16543
1180,-50.3221,28.7067,-1.98444,108.245,17.5892,148.654,-44.8022,-223.182,-107.35,771.206,1110.23,906.141,2787.52,686.47,4460.83,552.581,159.678,-8.11389
1181,-52.2402,25.0456,-5.00698,108.149,15.0329,148.936,-42.7538,-223.581,-108.467,771.049,1109.7,906.785,2787.37,687.041,4460.77,553.047,158.509,-7.06037
1182,-53.8923,21.2568,-8.02562,107.969,12.4722,149.174,-40.7018,-223.962,-109.583,770.891,1109.17,907.429,2787.23,687.611,4460.71,553.513,157.3,-6.00511
1183,-55.2699,17.3599,-11.038,107.704,9.90781,149.368,-38.6463,-224.324,-110.7,770.731,1108.64,908.072,2787.09,688.182,4460.66,553.979,156.052,-4.94831
1184,-56.366,13.3745,-14.0417,107.356,7.34049,149.519,-36.5877,-224.666,-111.816,770.57,1108.12,908.715,2786.95,688.752,4460.6,554.445,154.762,-3.89023
1185,-57.1749,9.32096,-17.0345,106.923,4.77101,149.625,-34.5259,-224.99,-112.931,770.407,1107.59,909.358,2786.81,689.322,4460.54,554.91,153.432,-2.83111
1186,-57.6927,5.21996,-20.014,106.407,2.20012,149.686,-32.4613,-225.295,-114.047,770.242,1107.06,910,2786.67,689.892,4460.48,555.376,152.059,-1.77122
1187,-57.9165,1.09237,-22.9779,105.809,-0.371423,149.704,-30.3939,-225.582,-115.162,770.076,1106.53,910.642,2786.53,690.463,4460.42,555.842,150.643,-0.710819
1188,-57.8452,-3.04078,-25.9238,105.127,-2.94286,149.677,-28.324,-225.849,-116.277,769.908,1106,911.284,2786.39,691.033,4460.37,556.308,149.184,0.349783
1189,-57.4792,-7.15843,-28.8496,104.364,-5.51342,149.607,-26.2517,-226.097,-117.392,769.738,1105.47,911.926,2786.24,691.603,4460.31,556.774,147.681,1.41028
1190,-56.8203,-11.2396,-31.7528,103.519,-8.08236,149.492,-24.1771,-226.326,-118.507,769.567,1104.94,912.567,2786.1,692.173,4460.25,557.24,146.132,2.47034
1191,-55.8718,-15.2635,-34.6312,102.593,-10.6489,149.333,-22.1006,-226.536,-119.621,769.395,1104.41,913.208,2785.96,692.743,4460.19,557.706,144.536,3.52962
1192,-54.6386,-19.2096,-37.4826,101.587,-13.2123,149.129,-20.0222,-226.728,-120.735,769.22,1103.88,913.849,2785.82,693.313,4460.13,558.171,142.893,4.58774
1193,-53.1268,-23.0578,-40.3047,100.502,-15.7718,148.882,-17.9421,-226.9,-121.849,769.044,1103.34,914.489,2785.68,693.883,4460.07,558.637,141.202,5.64431
1194,-51.3442,-26.7884,-43.0954,99.3388,-18.3267,148.591,-15.8605,-227.053,-122.963,768.867,1102.81,915.129,2785.53,694.453,4460.02,559.103,139.461,6.69889
1195,-49.2998,-30.3824,-45.8525,98.0978,-20.8761,148.256,-13.7776,-227.187,-124.076,768.687,1102.28,915.769,2785.39,695.023,4459.96,559.569,137.669,7.75104
1196,-47.0041,-33.8215,-48.5738,96.7803,-23.4194,147.877,-11.6935,-227.302,-125.189,768.507,1101.75,916.408,2785.25,695.593,4459.9,560.035,135.826,8.80025
1197,-44.4686,-37.0881,-51.2572,95.3873,-25.9558,147.455,-9.60842,-227.397,-126.302,768.324,1101.21,917.047,2785.11,696.163,4459.84,560.501,133.928,9.846
1198,-41.7063,-40.1656,-53.9006,93.9199,-28.4845,146.989,-7.52255,-227.474,-127.415,768.14,1100.68,917.686,2784.96,696.733,4459.78,560.966,131.977,10.8877
1199,-38.7312,-43.0381,-56.5019,92.3793,-31.0048,146.48,-5.43604,-227.532,-128.527,767.954,1100.15,918.324,2784.82,697.303,4459.72,561.432,129.968,11.9248
1200,-35.5585,-45.6911,-59.0592,90.7665,-33.5159,145.927,-3.34908,-227.57,-129.639,767.767,1099.61,918.962,2784.68,697.873,4459.66,561.898,127.902,12.9566
1201,-32.2044,-48.1109,-61.5704,89.083,-36.0172,145.331,-1.26184,-227.589,-130.751,767.578,1099.08,919.6,2784.53,698.443,4459.6,562.364,125.777,13.9823
1202,-28.686,-50.2852,-64.0336,87.3299,-38.5078,144.693,0.825514,-227.59,-131.862,767.388,1098.54,920.238,2784.39,699.013,4459.55,562.83,123.589,15.0011
1203,-25.0211,-52.2028,-66.4468,85.5088,-40.9871,144.012,2.91279,-227.571,-132.973,767.196,1098.01,920.875,2784.25,699.582,4459.49,563.295,121.339,16.0123
1204,-21.2285,-53.854,-68.8082,83.6209,-43.4543,143.288,4.99983,-227.533,-134.084,767.002,1097.47,921.512,2784.1,700.152,4459.43,563.761,119.022,17.0148
1205,-17.3275,-55.2302,-71.1159,81.6678,-45.9086,142.522,7.08645,-227.475,-135.195,766.807,1096.94,922.148,2783.96,700.722,4459.37,564.227,116.638,18.0076
1206,-13.3381,-56.3244,-73.3681,79.651,-48.3494,141.714,9.17247,-227.399,-136.305,766.61,1096.4,922.785,2783.82,701.291,4459.31,564.693,114.184,18.9896
1207,-9.28053,-57.131,-75.5631,77.5721,-50.7759,140.864,11.2577,-227.304,-137.415,766.411,1095.86,923.421,2783.67,701.861,4459.25,565.159,111.656,19.9594
1208,-5.17557,-57.6458,-77.6992,75.4327,-53.1875,139.972,13.342,-227.189,-138.525,766.211,1095.32,924.056,2783.53,702.431,4459.19,565.624,109.053,20.9156
1209,-1.04418,-57.8661,-79.7746,73.2344,-55.5833,139.04,15.4252,-227.055,-139.634,766.009,1094.79,924.692,2783.38,703,4459.13,566.09,106.371,21.8567
1210,3.09254,-57.7909,-81.7878,70.979,-57.9628,138.066,17.5071,-226.903,-140.744,765.806,1094.25,925.327,2783.24,703.57,4459.07,566.556,103.606,22.7808
1211,7.21347,-57.4204,-83.7372,68.6682,-60.3251,137.051,19.5875,-226.731,-141.852,765.601,1093.71,925.961,2783.1,704.139,4459.01,567.021,100.756,23.6861
1212,11.2975,-56.7565,-85.6213,66.3039,-62.6697,135.996,21.6663,-226.54,-142.961,765.394,1093.17,926.596,2782.95,704.709,4458.95,567.487,97.8149,24.5701
1213,15.3239,-55.8026,-87.4386,63.8878,-64.9957,134.901,23.7432,-226.33,-144.069,765.186,1092.63,927.23,2782.81,705.278,4458.9,567.953,94.7798,25.4304
1214,19.2719,-54.5635,-89.1877,61.4219,-67.3026,133.766,25.8182,-226.101,-145.177,764.976,1092.09,927.864,2782.66,705.848,4458.84,568.419,91.6453,26.264
1215,23.1214,-53.0455,-90.8672,58.9081,-69.5896,132.592,27.8909,-225.853,-146.285,764.765,1091.55,928.497,2782.52,706.417,4458.78,568.884,88.406,27.0675
1216,26.8528,-51.2565,-92.4759,56.3484,-71.8561,131.379,29.9614,-225.586,-147.392,764.552,1091.01,929.13,2782.37,706.987,4458.72,569.35,85.0557,27.837
1217,30.4469,-49.2055,-94.0124,53.7447,-74.1014,130.126,32.0293,-225.301,-148.499,764.337,1090.47,929.763,2782.23,707.556,4458.66,569.816,81.5879,28.568
1218,33.8854,-46.9029,-95.4755,51.0991,-76.3248,128.836,34.0945,-224.996,-149.606,764.121,1089.93,930.396,2782.08,708.125,4458.6,570.281,77.9948,29.2551
1219,37.1507,-44.3606,-96.8642,48.4136,-78.5257,127.507,36.1569,-224.672,-150.713,763.903,1089.39,931.028,2781.94,708.695,4458.54,570.747,74.2679,29.892
1220,40.226,-41.5915,-98.1773,45.6903,-80.7035,126.141,38.2162,-224.329,-151.819,763.684,1088.85,931.66,2781.79,709.264,4458.48,571.213,70.3976,30.471
1221,43.0957,-38.6098,-99.4138,42.9314,-82.8574,124.737,40.2723,-223.968,-152.924,763.463,1088.31,932.292,2781.65,709.833,4458.42,571.678,66.3725,30.983
1222,45.7451,-35.4307,-100.573,40.139,-84.9869,123.297,42.325,-223.588,-154.03,763.24,1087.76,932.923,2781.5,710.402,4458.36,572.144,62.18,31.4166
1223,48.1607,-32.0705,-101.653,37.3153,-87.0913,121.82,44.3742,-223.189,-155.135,763.016,1087.22,933.554,2781.35,710.971,4458.3,572.61,57.8051,31.7579
1224,50.3301,-28.5464,-102.654,34.4625,-89.17,120.308,46.4196,-222.771,-156.24,762.79,1086.68,934.185,2781.21,711.541,4458.24,573.075,53.2303,31.9891
1225,52.2421,-24.8763,-103.576,31.5828,-91.2224,118.76,48.4611,-222.334,-157.344,762.563,1086.14,934.815,2781.06,712.11,4458.18,573.541,48.435,32.0874
1226,53.8871,-21.0791,-104.416,28.6785,-93.248,117.177,50.4986,-221.879,-158.449,762.334,1085.59,935.445,2780.92,712.679,4458.12,574.007,43.3946,32.0227
1227,55.2567,-17.1741,-105.175,25.7518,-95.2459,115.559,52.5318,-221.405,-159.552,762.103,1085.05,936.075,2780.77,713.248,4458.06,574.472,38.0796,31.7545
1228,56.3438,-13.1813,-105.851,22.805,-97.2158,113.907,54.5606,-220.912,-160.656,761.871,1084.5,936.704,2780.62,713.817,4458,574.938,32.4545,31.2262
1229,57.143,-9.12115,-106.445,19.8404,-99.1571,112.222,56.5848,-220.401,-161.759,761.637,1083.96,937.333,2780.48,714.386,4457.94,575.404,26.4769,30.3558
1230,57.6501,-5.01439,-106.956,16.8603,-101.069,110.503,58.6042,-219.871,-162.862,761.402,1083.41,937.962,2780.33,714.955,4457.88,575.869,20.0977,29.0195
1231,57.8626,-0.88199,-107.384,13.8671,-102.951,108.752,60.6187,-219.323,-163.964,761.165,1082.87,938.59,2780.18,715.524,4457.82,576.335,13.2673,27.0185
1232,57.7794,3.25491,-107.728,10.863,-104.803,106.969,62.6281,-218.757,-165.067,760.926,1082.32,939.218,2780.04,716.093,4457.76,576.8,5.96413,24.0147
1233,57.401,7.37519,-107.988,7.85047,-106.624,105.155,64.6323,-218.171,-166.168,760.686,1081.77,939.846,2779.89,716.662,4457.7,577.266,-1.68922,19.4023
1234,56.7293,11.4578,-108.163,4.83181,-108.413,103.309,66.631,-217.568,-167.27,760.444,1081.23,940.474,2779.74,717.23,4457.64,577.732,-8.97131,12.1812
1235,55.7678,15.4819,-108.254,1.80938,-110.171,101.433,68.6241,-216.946,-168.371,760.2,1080.68,941.101,2779.6,717.799,4457.58,578.197,-13.6004,1.81846
1236,54.5214,19.4268,-108.261,-1.21445,-111.896,99.5267,70.6114,-216.307,-169.472,759.955,1080.13,941.728,2779.45,718.368,4457.52,578.663,-13.5223,-9.26299
1237,52.9966,23.2726,-108.183,-4.23734,-113.588,97.5912,72.5928,-215.648,-170.572,759.709,1079.58,942.354,2779.3,718.937,4457.45,579.128,-10.3373,-18.5206
1238,51.2011,26.9995,-108.02,-7.25692,-115.246,95.627,74.5681,-214.972,-171.672,759.461,1079.04,942.981,2779.15,719.506,4457.39,579.594,-5.97699,-25.877
1239,49.1442,30.5886,-107.773,-10.2708,-116.87,93.6345,76.5372,-214.278,-172.772,759.211,1078.49,943.607,2779.01,720.074,4457.33,580.059,-1.26272,-31.8502
1240,46.8364,34.0215,-107.442,-13.2767,-118.46,91.6145,78.4997,-213.566,-173.871,758.959,1077.94,944.232,2778.86,720.643,4457.27,580.525,3.50363,-36.8373
1241,44.2895,37.2807,-107.028,-16.2722,-120.015,89.5674,80.4557,-212.835,-174.97,758.706,1077.39,944.857,2778.71,721.212,4457.21,580.991,8.20666,-41.097
1242,41.5165,40.3496,-106.529,-19.2551,-121.535,87.4939,82.405,-212.087,-176.068,758.452,1076.84,945.482,2778.56,721.78,4457.15,581.456,12.8014,-44.7992
1243,38.5317,43.2126,-105.948,-22.2228,-123.019,85.3946,84.3472,-211.321,-177.167,758.196,1076.29,946.107,2778.41,722.349,4457.09,581.922,17.2717,-48.0598
1244,35.3502,45.8551,-105.283,-25.1732,-124.466,83.2701,86.2824,-210.537,-178.264,757.938,1075.74,946.731,2778.27,722.917,4457.03,582.387,21.614,-50.9612
1245,31.9884,48.2637,-104.537,-28.104,-125.877,81.121,88.2104,-209.736,-179.362,757.679,1075.19,947.355,2778.12,723.486,4456.97,582.853,25.8302,-53.5637
1246,28.4633,50.426,-103.709,-31.0128,-127.251,78.948,90.1309,-208.916,-180.459,757.418,1074.64,947.979,2777.97,724.054,4456.91,583.318,29.9248,-55.913
1247,24.7931,52.3312,-102.799,-33.8974,-128.587,76.7517,92.0438,-208.08,-181.556,757.155,1074.09,948.602,2777.82,724.623,4456.85,583.784,33.9031,-58.0445
1248,20.9965,53.9694,-101.81,-36.7555,-129.885,74.5328,93.949,-207.226,-182.652,756.891,1073.53,949.225,2777.67,725.191,4456.78,584.249,37.7709,-59.9863
1249,17.0928,55.3325,-100.741,-39.5849,-131.145,72.2919,95.8463,-206.354,-183.748,756.625,1072.98,949.848,2777.52,725.76,4456.72,584.715,41.5336,-61.7608
1250,13.1019,56.4134,-99.5932,-42.3834,-132.366,70.0296,97.7355,-205.465,-184.843,756.358,1072.43,950.471,2777.37,726.328,4456.66,585.18,45.1964,-63.3867
1251,9.04422,57.2067,-98.3677,-45.1487,-133.548,67.7467,99.6165,-204.558,-185.939,756.089,1071.88,951.093,2777.23,726.896,4456.6,585.646,48.7643,-64.8793
1252,4.94046,57.7085,-97.0653,-47.8788,-134.69,65.4439,101.489,-203.635,-187.033,755.819,1071.32,951.714,2777.08,727.465,4456.54,586.111,52.2419,-66.2515
1253,0.81151,57.9161,-95.6871,-50.5714,-135.793,63.1217,103.353,-202.694,-188.128,755.547,1070.77,952.336,2776.93,728.033,4456.48,586.577,55.6332,-67.5143
1254,-3.32157,57.8285,-94.2341,-53.2246,-136.856,60.7809,105.209,-201.737,-189.222,755.273,1070.22,952.957,2776.78,728.601,4456.42,587.042,58.9421,-68.6771
1255,-7.43773,57.4463,-92.7075,-55.8361,-137.879,58.4221,107.055,-200.762,-190.315,754.998,1069.66,953.578,2776.63,729.169,4456.36,587.508,62.1723,-69.748
1256,-11.516,56.7714,-91.1084,-58.404,-138.861,56.0462,108.893,-199.77,-191.409,754.721,1069.11,954.198,2776.48,729.737,4456.29,587.973,65.327,-70.7341
1257,-15.5356,55.8073,-89.4381,-60.9263,-139.801,53.6537,110.721,-198.762,-192.501,754.443,1068.55,954.819,2776.33,730.306,4456.23,588.438,68.4091,-71.6417
1258,-19.476,54.5589,-87.6979,-63.4009,-140.701,51.2453,112.54,-197.737,-193.594,754.163,1068,955.438,2776.18,730.874,4456.17,588.904,71.4214,-72.4762
1259,-23.3173,53.0326,-85.8891,-65.8259,-141.559,48.8219,114.35,-196.695,-194.686,753.881,1067.44,956.058,2776.03,731.442,4456.11,589.369,74.3666,-73.2425
1260,-27.0398,51.2361,-84.0132,-68.1995,-142.375,46.384,116.15,-195.637,-195.777,753.598,1066.88,956.677,2775.88,732.01,4456.05,589.835,77.247,-73.9449
1261,-30.6246,49.1788,-82.0716,-70.5198,-143.15,43.9325,117.94,-194.562,-196.868,753.313,1066.33,957.296,2775.73,732.578,4455.99,590.3,80.0648,-74.5874
1262,-34.0534,46.8709,-80.0658,-72.7849,-143.882,41.468,119.72,-193.471,-197.959,753.027,1065.77,957.915,2775.58,733.146,4455.92,590.766,82.822,-75.1734
1263,-37.3088,44.3244,-77.9974,-74.9931,-144.571,38.9913,121.491,-192.364,-199.049,752.739,1065.21,958.533,2775.43,733.714,4455.86,591.231,85.5206,-75.7062
1264,-40.3742,41.5522,-75.8681,-77.1427,-145.218,36.503,123.251,-191.24,-200.139,752.45,1064.66,959.151,2775.28,734.282,4455.8,591.696,88.1623,-76.1887
1265,-43.234,38.5683,-73.6794,-79.2319,-145.822,34.004,125,-190.101,-201.229,752.159,1064.1,959.768,2775.13,734.85,4455.74,592.162,90.7488,-76.6234
1266,-45.8736,35.3881,-71.433,-81.2592,-146.383,31.495,126.739,-188.945,-202.318,751.866,1063.54,960.386,2774.98,735.418,4455.68,592.627,93.2816,-77.0128
1267,-48.2797,32.0277,-69.1308,-83.2229,-146.901,28.9766,128.468,-187.773,-203.407,751.572,1062.98,961.002,2774.83,735.985,4455.61,593.093,95.7622,-77.3591
1268,-50.4399,28.5042,-66.7745,-85.1215,-147.376,26.4497,130.185,-186.586,-204.495,751.276,1062.42,961.619,2774.67,736.553,4455.55,593.558,98.1919,-77.6642
1269,-52.3433,24.8355,-64.366,-86.9535,-147.807,23.915,131.892,-185.383,-205.583,750.979,1061.86,962.235,2774.52,737.121,4455.49,594.023,100.572,-77.9302
1270,-53.9801,21.0404,-61.9071,-88.7174,-148.194,21.3733,133.588,-184.164,-206.67,750.68,1061.3,962.851,2774.37,737.689,4455.43,594.489,102.904,-78.1586
1271,-55.342,17.1381,-59.3998,-90.412,-148.538,18.8252,135.272,-182.93,-207.757,750.379,1060.74,963.467,2774.22,738.256,4455.37,594.954,105.188,-78.3512
1272,-56.4221,13.1486,-56.8459,-92.0358,-148.838,16.2716,136.945,-181.681,-208.843,750.077,1060.18,964.082,2774.07,738.824,4455.3,595.419,107.427,-78.5093
1273,-57.2149,9.09205,-54.2476,-93.5875,-149.094,13.7132,138.606,-180.416,-209.929,749.773,1059.62,964.697,2773.92,739.392,4455.24,595.885,109.62,-78.6344
1274,-57.7162,4.98923,-51.6069,-95.066,-149.305,11.1508,140.256,-179.136,-211.015,749.468,1059.06,965.312,2773.77,739.959,4455.18,596.35,111.769,-78.7278
1275,-57.9235,0.860994,-48.9257,-96.4702,-149.473,8.58503,141.894,-177.841,-212.1,749.161,1058.5,965.926,2773.61,740.527,4455.12,596.815,113.874,-78.7906
1276,-57.8358,-3.27162,-46.2063,-97.7987,-149.597,6.01675,143.52,-176.531,-213.185,748.853,1057.94,966.54,2773.46,741.095,4455.05,597.281,115.937,-78.8241
