t,Mercury_x,Mercury_y,Venus_x,Venus_y,Earth_x,Earth_y,Mars_x,Mars_y,Jupiter_x,Jupiter_y,Saturn_x,Saturn_y,Uranus_x,Uranus_y,Neptune_x,Neptune_y,sat_x,sat_y
157,12.7122,-56.4834,-34.1517,-102.642,-135.282,63.834,30.5804,225.848,758.553,175.577,1428.04,130.318,2869.51,92.2114,4494.39,73.7041,179.152,-41.0313
158,16.7122,-55.4318,-31.2669,-103.557,-136.36,61.4971,28.5133,226.118,758.298,176.675,1427.96,131.146,2869.5,92.7986,4494.39,74.1735,179.064,-40.1261
159,20.6269,-54.0973,-28.3577,-104.391,-137.397,59.142,26.4438,226.37,758.041,177.774,1427.89,131.973,2869.48,93.3857,4494.38,74.6429,178.947,-39.2145
160,24.4363,-52.4867,-25.4263,-105.144,-138.394,56.7695,24.3721,226.602,757.783,178.872,1427.81,132.801,2869.46,93.9728,4494.37,75.1123,178.801,-38.2966
161,28.121,-50.6084,-22.475,-105.814,-139.35,54.3801,22.2984,226.815,757.523,179.97,1427.73,133.628,2869.44,94.5599,4494.36,75.5817,178.626,-37.3725
162,31.6622,-48.4717,-19.5061,-106.401,-140.264,51.9746,20.2229,227.01,757.262,181.067,1427.65,134.456,2869.42,95.147,4494.36,76.0511,178.422,-36.4422
163,35.0419,-46.0878,-16.5219,-106.905,-141.137,49.5538,18.1456,227.185,756.999,182.164,1427.58,135.284,2869.4,95.7341,4494.35,76.5205,178.189,-35.506
164,38.2428,-43.4686,-13.5248,-107.325,-141.969,47.1182,16.0668,227.341,756.734,183.26,1427.5,136.111,2869.38,96.3213,4494.34,76.9899,177.926,-34.5639
165,41.2485,-40.6277,-10.5171,-107.662,-142.758,44.6688,13.9867,227.479,756.468,184.356,1427.42,136.938,2869.36,96.9084,4494.33,77.4593,177.634,-33.6161
166,44.0437,-37.5794,-7.50118,-107.914,-143.505,42.2061,11.9054,227.597,756.2,185.452,1427.34,137.766,2869.34,97.4955,4494.32,77.9287,177.311,-32.6627
167,46.6142,-34.3394,-4.47939,-108.081,-144.209,39.7309,9.82309,227.696,755.931,186.548,1427.26,138.593,2869.32,98.0826,4494.31,78.3981,176.959,-31.7037
168,48.9469,-30.9241,-1.45408,-108.164,-144.871,37.2439,7.73998,227.776,755.66,187.642,1427.18,139.42,2869.3,98.6696,4494.31,78.8675,176.577,-30.7393
169,51.0297,-27.3511,1.57236,-108.163,-145.49,34.7459,5.65622,227.837,755.387,188.737,1427.09,140.248,2869.28,99.2567,4494.3,79.337,176.164,-29.7696
170,52.8522,-23.6385,4.59757,-108.076,-146.066,32.2377,3.57199,227.879,755.113,189.831,1427.01,141.075,2869.26,99.8438,4494.29,79.8064,175.721,-28.7947
171,54.4051,-19.8053,7.61918,-107.905,-146.599,29.7199,1.48747,227.902,754.838,190.925,1426.93,141.902,2869.24,100.431,4494.28,80.2758,175.247,-27.8148
172,55.6803,-15.871,10.6348,-107.65,-147.088,27.1933,-0.597177,227.906,754.56,192.018,1426.85,142.729,2869.22,101.018,4494.27,80.7451,174.742,-26.83
173,56.6714,-11.8558,13.6422,-107.311,-147.534,24.6586,-2.68177,227.891,754.281,193.111,1426.76,143.556,2869.2,101.605,4494.26,81.2145,174.205,-25.8403
174,57.3734,-7.78003,16.6388,-106.887,-147.936,22.1167,-4.76614,227.857,754.001,194.204,1426.68,144.383,2869.18,102.192,4494.26,81.6839,173.637,-24.846
175,57.7826,-3.66458,19.6225,-106.38,-148.294,19.5682,-6.85011,227.803,753.719,195.296,1426.6,145.21,2869.15,102.779,4494.25,82.1533,173.037,-23.8471
176,57.897,0.469555,22.5907,-105.789,-148.608,17.0139,-8.9335,227.731,753.435,196.388,1426.51,146.037,2869.13,103.366,4494.24,82.6227,172.405,-22.8438
177,57.7161,4.6013,25.5413,-105.116,-148.878,14.4546,-11.0161,227.64,753.15,197.479,1426.43,146.864,2869.11,103.953,4494.23,83.0921,171.741,-21.8361
178,57.2406,8.70957,28.472,-104.36,-149.105,11.891,-13.0979,227.529,752.863,198.57,1426.34,147.691,2869.09,104.54,4494.22,83.5615,171.043,-20.8243
179,56.4731,12.7734,31.3803,-103.523,-149.287,9.32385,-15.1785,227.399,752.575,199.661,1426.25,148.518,2869.07,105.127,4494.21,84.0309,170.313,-19.8085
180,55.4175,16.7721,34.2641,-102.605,-149.425,6.75397,-17.2578,227.251,752.285,200.751,1426.17,149.344,2869.05,105.714,4494.2,84.5003,169.549,-18.7887
181,54.0791,20.6852,37.121,-101.607,-149.518,4.18209,-19.3357,227.083,751.994,201.84,1426.08,150.171,2869.03,106.301,4494.19,84.9697,168.751,-17.7652
182,52.4649,24.4927,39.9489,-100.528,-149.568,1.60897,-21.412,226.897,751.7,202.93,1425.99,150.998,2869,106.888,4494.19,85.4391,167.919,-16.7382
183,50.583,28.1753,42.7456,-99.3718,-149.573,-0.964623,-23.4865,226.691,751.406,204.018,1425.9,151.824,2868.98,107.475,4494.18,85.9085,167.052,-15.7076
184,48.443,31.7142,45.5088,-98.1373,-149.534,-3.53793,-25.559,226.467,751.11,205.107,1425.82,152.651,2868.96,108.063,4494.17,86.3779,166.151,-14.6738
185,46.0559,35.0912,48.2364,-96.826,-149.45,-6.11019,-27.6294,226.223,750.812,206.195,1425.73,153.477,2868.94,108.65,4494.16,86.8472,165.213,-13.6368
186,43.4338,38.2893,50.9262,-95.4389,-149.323,-8.68065,-29.6975,225.961,750.512,207.282,1425.64,154.303,2868.92,109.237,4494.15,87.3166,164.24,-12.5969
187,40.5901,41.292,53.5762,-93.9772,-149.151,-11.2485,-31.7631,225.679,750.211,208.369,1425.55,155.13,2868.89,109.824,4494.14,87.786,163.231,-11.5542
188,37.5394,44.0841,56.1843,-92.4419,-148.935,-13.8131,-33.826,225.379,749.909,209.456,1425.46,155.956,2868.87,110.411,4494.13,88.2554,162.184,-10.5088
189,34.2972,46.6512,58.7484,-90.8343,-148.675,-16.3735,-35.8861,225.06,749.605,210.542,1425.37,156.782,2868.85,110.998,4494.12,88.7248,161.101,-9.46105
190,30.88,48.9804,61.2665,-89.1555,-148.371,-18.9292,-37.9432,224.722,749.299,211.628,1425.27,157.609,2868.82,111.585,4494.11,89.1942,159.979,-8.41105
191,27.3053,51.0597,63.7367,-87.407,-148.023,-21.4792,-39.9971,224.365,748.992,212.713,1425.18,158.435,2868.8,112.172,4494.1,89.6636,158.818,-7.35903
192,23.5913,52.8786,66.157,-85.5901,-147.631,-24.0228,-42.0476,223.99,748.683,213.798,1425.09,159.261,2868.78,112.759,4494.09,90.1329,157.619,-6.30519
193,19.757,54.4277,68.5255,-83.7063,-147.195,-26.5594,-44.0947,223.595,748.372,214.883,1425,160.087,2868.76,113.346,4494.08,90.6023,156.38,-5.24977
194,15.8218,55.6991,70.8404,-81.7569,-146.716,-29.088,-46.138,223.182,748.06,215.967,1424.9,160.913,2868.73,113.932,4494.08,91.0717,155.1,-4.19298
195,11.806,56.6865,73.0999,-79.7435,-146.193,-31.6081,-48.1775,222.751,747.747,217.05,1424.81,161.739,2868.71,114.519,4494.07,91.5411,153.779,-3.13508
196,7.72993,57.3846,75.3022,-77.6678,-145.627,-34.1188,-50.2129,222.3,747.432,218.133,1424.71,162.565,2868.69,115.106,4494.06,92.0104,152.416,-2.07633
197,3.61444,57.7901,77.4455,-75.5312,-145.018,-36.6194,-52.2442,221.831,747.115,219.216,1424.62,163.39,2868.66,115.693,4494.05,92.4798,151.011,-1.017
198,-0.519485,57.9007,79.5283,-73.3356,-144.366,-39.1092,-54.2711,221.344,746.797,220.298,1424.52,164.216,2868.64,116.28,4494.04,92.9492,149.562,0.0426186
199,-4.65076,57.716,81.5488,-71.0826,-143.672,-41.5873,-56.2934,220.838,746.477,221.38,1424.43,165.042,2868.61,116.867,4494.03,93.4186,148.069,1.10223
200,-8.75831,57.2368,83.5055,-68.7739,-142.934,-44.0532,-58.311,220.313,746.156,222.461,1424.33,165.868,2868.59,117.454,4494.02,93.8879,146.531,2.1615
201,-12.8212,56.4657,85.3969,-66.4114,-142.155,-46.506,-60.3237,219.77,745.833,223.542,1424.24,166.693,2868.57,118.041,4494.01,94.3573,144.946,3.22009
202,-16.8186,55.4066,87.2214,-63.997,-141.333,-48.9451,-62.3314,219.209,745.508,224.622,1424.14,167.519,2868.54,118.628,4494,94.8267,143.315,4.27763
203,-20.7303,54.0648,88.9777,-61.5325,-140.47,-51.3696,-64.3339,218.629,745.182,225.702,1424.04,168.344,2868.52,119.215,4493.99,95.296,141.635,5.33373
204,-24.5362,52.4473,90.6644,-59.0198,-139.565,-53.779,-66.3309,218.031,744.854,226.781,1423.94,169.17,2868.49,119.802,4493.98,95.7654,139.906,6.38797
205,-28.217,50.5621,92.2802,-56.461,-138.618,-56.1724,-68.3224,217.415,744.525,227.86,1423.84,169.995,2868.47,120.389,4493.97,96.2348,138.126,7.43991
206,-31.7538,48.4191,93.8237,-53.858,-137.631,-58.5492,-70.3082,216.781,744.195,228.939,1423.74,170.82,2868.44,120.976,4493.96,96.7041,136.295,8.48906
207,-35.1286,46.0291,95.2939,-51.2128,-136.603,-60.9087,-72.2882,216.128,743.862,230.016,1423.64,171.646,2868.42,121.563,4493.95,97.1735,134.411,9.53491
208,-38.3243,43.4042,96.6894,-48.5276,-135.534,-63.2501,-74.262,215.458,743.528,231.094,1423.54,172.471,2868.39,122.15,4493.94,97.6429,132.472,10.5769
209,-41.3244,40.558,98.0094,-45.8044,-134.425,-65.5728,-76.2297,214.769,743.193,232.171,1423.44,173.296,2868.37,122.737,4493.93,98.1122,130.478,11.6144
210,-44.1137,37.5048,99.2526,-43.0454,-133.276,-67.876,-78.1909,214.062,742.856,233.247,1423.34,174.121,2868.34,123.323,4493.92,98.5816,128.426,12.6468
211,-46.678,34.2604,100.418,-40.2527,-132.088,-70.1592,-80.1456,213.338,742.517,234.323,1423.24,174.946,2868.32,123.91,4493.91,99.051,126.314,13.6733
212,-49.0041,30.8411,101.505,-37.4284,-130.861,-72.4216,-82.0936,212.595,742.177,235.399,1423.14,175.771,2868.29,124.497,4493.9,99.5203,124.142,14.6933
213,-51.0803,27.2645,102.513,-34.575,-129.595,-74.6626,-84.0348,211.835,741.835,236.474,1423.04,176.596,2868.27,125.084,4493.89,99.9897,121.907,15.7058
214,-52.8958,23.5488,103.44,-31.6944,-128.291,-76.8814,-85.9689,211.057,741.492,237.548,1422.93,177.421,2868.24,125.671,4493.87,100.459,119.606,16.7099
215,-54.4415,19.713,104.287,-28.7891,-126.949,-79.0775,-87.8958,210.261,741.147,238.622,1422.83,178.246,2868.21,126.258,4493.86,100.928,117.239,17.7046
216,-55.7095,15.7766,105.052,-25.8612,-125.569,-81.2502,-89.8153,209.448,740.801,239.696,1422.73,179.07,2868.19,126.845,4493.85,101.398,114.801,18.6887
217,-56.6932,11.7597,105.734,-22.9131,-124.152,-83.3988,-91.7273,208.617,740.453,240.769,1422.62,179.895,2868.16,127.432,4493.84,101.867,112.292,19.6611
218,-57.3877,7.68285,106.334,-19.9471,-122.698,-85.5227,-93.6317,207.769,740.104,241.841,1422.52,180.72,2868.14,128.018,4493.83,102.336,109.707,20.6203
219,-57.7894,3.56678,106.851,-16.9655,-121.208,-87.6212,-95.5282,206.903,739.753,242.913,1422.41,181.544,2868.11,128.605,4493.82,102.806,107.044,21.5648
220,-57.8962,-0.567497,107.285,-13.9706,-119.682,-89.6939,-97.4167,206.02,739.4,243.985,1422.3,182.369,2868.08,129.192,4493.81,103.275,104.3,22.4929
221,-57.7076,-4.69888,107.634,-10.9647,-118.12,-91.74,-99.297,205.12,739.046,245.056,1422.2,183.193,2868.06,129.779,4493.8,103.745,101.47,23.4026
222,-57.2246,-8.80628,107.899,-7.95034,-116.524,-93.7589,-101.169,204.203,738.69,246.126,1422.09,184.018,2868.03,130.366,4493.79,104.214,98.5517,24.2918
223,-56.4497,-12.8687,108.08,-4.92971,-114.893,-95.75,-103.033,203.268,738.333,247.196,1421.98,184.842,2868,130.953,4493.78,104.683,95.5397,25.1579
224,-55.3867,-16.8656,108.176,-1.90523,-113.227,-97.7128,-104.888,202.317,737.974,248.265,1421.88,185.666,2867.98,131.539,4493.77,105.153,92.4296,25.9981
225,-54.041,-20.7763,108.187,1.12075,-111.529,-99.6466,-106.734,201.348,737.614,249.334,1421.77,186.49,2867.95,132.126,4493.76,105.622,89.216,26.8092
226,-52.4197,-24.581,108.114,4.14585,-109.797,-101.551,-108.571,200.363,737.252,250.403,1421.66,187.314,2867.92,132.713,4493.74,106.091,85.893,27.5874
227,-50.5308,-28.2603,107.957,7.1677,-108.033,-103.425,-110.399,199.361,736.889,251.47,1421.55,188.139,2867.9,133.3,4493.73,106.561,82.454,28.3283
228,-48.3841,-31.7954,107.715,10.184,-106.237,-105.269,-112.218,198.342,736.524,252.538,1421.44,188.963,2867.87,133.887,4493.72,107.03,78.8917,29.0268
229,-45.9905,-35.1683,107.388,13.1922,-104.41,-107.081,-114.027,197.307,736.157,253.604,1421.33,189.786,2867.84,134.473,4493.71,107.499,75.1978,29.6767
230,-43.3622,-38.3617,106.978,16.1902,-102.551,-108.862,-115.827,196.255,735.789,254.671,1421.22,190.61,2867.81,135.06,4493.7,107.969,71.3627,30.2709
231,-40.5126,-41.3593,106.484,19.1755,-100.662,-110.611,-117.618,195.187,735.42,255.736,1421.11,191.434,2867.78,135.647,4493.69,108.438,67.3757,30.8005
232,-37.4563,-44.1459,105.907,22.1458,-98.7435,-112.326,-119.398,194.102,735.049,256.802,1421,192.258,2867.76,136.234,4493.68,108.907,63.2243,31.2549
233,-34.2088,-46.7071,105.247,25.0988,-96.7956,-114.009,-121.168,193.001,734.676,257.866,1420.88,193.082,2867.73,136.821,4493.67,109.377,58.8942,31.6207
234,-30.7867,-49.03,104.504,28.0322,-94.819,-115.658,-122.929,191.884,734.302,258.93,1420.77,193.905,2867.7,137.407,4493.65,109.846,54.3686,31.8813
235,-27.2076,-51.1027,103.68,30.9436,-92.8144,-117.272,-124.679,190.751,733.926,259.994,1420.66,194.729,2867.67,137.994,4493.64,110.315,49.6274,32.0152
236,-23.4895,-52.9146,102.775,33.8308,-90.7822,-118.852,-126.418,189.602,733.549,261.057,1420.54,195.552,2867.64,138.581,4493.63,110.785,44.6472,31.9943
237,-19.6516,-54.4565,101.79,36.6916,-88.7232,-120.396,-128.147,188.437,733.17,262.119,1420.43,196.376,2867.62,139.168,4493.62,111.254,39.3996,31.7809
238,-15.7134,-55.7204,100.724,39.5237,-86.6378,-121.905,-129.865,187.257,732.789,263.181,1420.32,197.199,2867.59,139.754,4493.61,111.723,33.8505,31.323
239,-11.695,-56.7,99.5804,42.3249,-84.5269,-123.378,-131.573,186.06,732.408,264.242,1420.2,198.022,2867.56,140.341,4493.6,112.193,27.9589,30.5458
240,-7.61697,-57.3901,98.3585,45.093,-82.3908,-124.814,-133.269,184.848,732.024,265.303,1420.09,198.845,2867.53,140.928,4493.58,112.662,21.6767,29.3372
241,-3.50001,-57.7874,97.0598,47.8258,-80.2304,-126.213,-134.954,183.621,731.639,266.364,1419.97,199.669,2867.5,141.515,4493.57,113.131,14.953,27.5204
242,0.634812,-57.8898,95.6852,50.5212,-78.0462,-127.575,-136.628,182.378,731.253,267.423,1419.85,200.492,2867.47,142.101,4493.56,113.601,7.75341,24.7978
243,4.7664,-57.6967,94.2357,53.1771,-75.8389,-128.899,-138.29,181.12,730.865,268.482,1419.74,201.315,2867.44,142.688,4493.55,114.07,0.144334,20.6398
244,8.87365,-57.2091,92.7125,55.7914,-73.6092,-130.185,-139.941,179.847,730.475,269.541,1419.62,202.138,2867.41,143.275,4493.54,114.539,-7.36849,14.1264
245,12.9356,-56.4295,91.1169,58.3622,-71.3576,-131.433,-141.58,178.558,730.084,270.599,1419.5,202.961,2867.38,143.861,4493.53,115.009,-12.9003,4.39157
246,16.9316,-55.362,89.45,60.8872,-69.0849,-132.641,-143.208,177.255,729.691,271.656,1419.38,203.783,2867.35,144.448,4493.51,115.478,-13.8657,-6.86257
247,20.8411,-54.0119,87.7132,63.3647,-66.7918,-133.81,-144.823,175.937,729.297,272.713,1419.26,204.606,2867.32,145.035,4493.5,115.947,-11.16,-16.6072
248,24.6443,-52.3861,85.9078,65.7926,-64.4788,-134.94,-146.426,174.604,728.901,273.769,1419.14,205.429,2867.29,145.621,4493.49,116.417,-6.95292,-24.3487
249,28.3217,-50.493,84.0352,68.1691,-62.1468,-136.029,-148.017,173.257,728.504,274.825,1419.02,206.251,2867.26,146.208,4493.48,116.886,-2.27332,-30.591
250,31.8546,-48.3422,82.0969,70.4922,-59.7963,-137.079,-149.595,171.895,728.105,275.88,1418.9,207.074,2867.23,146.795,4493.46,117.355,2.50121,-35.7704
251,35.2249,-45.9447,80.0944,72.7603,-57.4282,-138.087,-151.161,170.519,727.705,276.935,1418.78,207.896,2867.2,147.381,4493.45,117.824,7.22838,-40.173
252,38.4154,-43.3126,78.0293,74.9715,-55.043,-139.055,-152.715,169.128,727.303,277.989,1418.66,208.719,2867.17,147.968,4493.44,118.294,11.8529,-43.9856
253,41.4098,-40.4596,75.9032,77.124,-52.6415,-139.982,-154.255,167.723,726.9,279.042,1418.54,209.541,2867.14,148.555,4493.43,118.763,16.3543,-47.3342
254,44.193,-37.4,73.7178,79.2163,-50.2244,-140.867,-155.783,166.304,726.495,280.095,1418.42,210.363,2867.11,149.141,4493.41,119.232,20.7272,-50.3074
255,46.7506,-34.1496,71.4747,81.2466,-47.7925,-141.71,-157.297,164.872,726.089,281.147,1418.29,211.186,2867.08,149.728,4493.4,119.702,24.9728,-52.97
256,49.0696,-30.725,69.1757,83.2134,-45.3464,-142.511,-158.799,163.425,725.681,282.199,1418.17,212.008,2867.05,150.315,4493.39,120.171,29.0954,-55.3703
257,51.1383,-27.1435,66.8227,85.1151,-42.8868,-143.271,-160.287,161.965,725.271,283.25,1418.05,212.83,2867.02,150.901,4493.38,120.64,33.1002,-57.5458
258,52.9459,-23.4235,64.4174,86.9503,-40.4146,-143.987,-161.762,160.491,724.86,284.3,1417.92,213.652,2866.99,151.488,4493.36,121.11,36.9929,-59.526
259,54.4834,-19.584,61.9618,88.7175,-37.9304,-144.662,-163.223,159.004,724.448,285.35,1417.8,214.474,2866.96,152.075,4493.35,121.579,40.7791,-61.3345
260,55.7429,-15.6445,59.4577,90.4154,-35.435,-145.293,-164.67,157.503,724.034,286.399,1417.67,215.296,2866.93,152.661,4493.34,122.048,44.4642,-62.9906
261,56.7179,-11.6252,56.9071,92.0426,-32.929,-145.881,-166.104,155.99,723.618,287.448,1417.55,216.117,2866.9,153.248,4493.33,122.518,48.0531,-64.5104
262,57.4035,-7.5466,54.3121,93.5978,-30.4133,-146.426,-167.524,154.463,723.201,288.496,1417.42,216.939,2866.86,153.834,4493.31,122.987,51.5505,-65.9072
263,57.7962,-3.42948,51.6746,95.0799,-27.8886,-146.928,-168.929,152.923,722.783,289.543,1417.3,217.761,2866.83,154.421,4493.3,123.456,54.9608,-67.1925
264,57.894,0.70514,48.9967,96.4876,-25.3556,-147.386,-170.321,151.37,722.363,290.59,1417.17,218.582,2866.8,155.008,4493.29,123.925,58.2878,-68.3758
265,57.6964,4.83616,46.2805,97.8199,-22.8152,-147.8,-171.698,149.805,721.941,291.636,1417.04,219.404,2866.77,155.594,4493.27,124.395,61.5351,-69.4657
266,57.2045,8.94251,43.5281,99.0757,-20.2679,-148.171,-173.061,148.227,721.518,292.682,1416.91,220.225,2866.74,156.181,4493.26,124.864,64.7061,-70.4693
267,56.4206,13.0032,40.7417,100.254,-17.7147,-148.498,-174.41,146.637,721.093,293.727,1416.79,221.046,2866.7,156.767,4493.25,125.333,67.8039,-71.3932
268,55.3489,16.9976,37.9235,101.354,-15.1562,-148.781,-175.743,145.035,720.667,294.771,1416.66,221.868,2866.67,157.354,4493.24,125.803,70.8313,-72.2429
269,53.9949,20.9053,35.0756,102.375,-12.5932,-149.02,-177.063,143.42,720.24,295.815,1416.53,222.689,2866.64,157.94,4493.22,126.272,73.791,-73.0235
270,52.3653,24.7063,32.2003,103.316,-10.0265,-149.214,-178.367,141.794,719.81,296.858,1416.4,223.51,2866.61,158.527,4493.21,126.741,76.6852,-73.7394
271,50.4687,28.3813,29.2999,104.176,-7.45681,-149.365,-179.656,140.155,719.38,297.901,1416.27,224.331,2866.58,159.113,4493.2,127.21,79.5164,-74.3946
272,48.3145,31.9115,26.3765,104.954,-4.88492,-149.471,-180.931,138.505,718.948,298.942,1416.14,225.152,2866.54,159.7,4493.18,127.68,82.2866,-74.9926
273,45.9139,35.2788,23.4325,105.651,-2.31157,-149.533,-182.19,136.843,718.514,299.984,1416,225.973,2866.51,160.287,4493.17,128.149,84.9976,-75.5368
274,43.2791,38.4663,20.4702,106.265,0.262454,-149.55,-183.434,135.17,718.079,301.024,1415.87,226.794,2866.48,160.873,4493.16,128.618,87.6514,-76.0301
275,40.4235,41.4575,17.4919,106.796,2.83641,-149.524,-184.662,133.485,717.642,302.064,1415.74,227.614,2866.44,161.46,4493.14,129.088,90.2496,-76.4751
276,37.3617,44.2372,14.4999,107.243,5.40952,-149.453,-185.875,131.79,717.204,303.104,1415.61,228.435,2866.41,162.046,4493.13,129.557,92.7938,-76.8743
277,34.1093,46.7913,11.4966,107.607,7.98103,-149.337,-187.073,130.083,716.764,304.142,1415.47,229.255,2866.38,162.633,4493.11,130.026,95.2854,-77.23
278,30.6829,49.1067,8.48433,107.886,10.5502,-149.178,-188.254,128.365,716.323,305.18,1415.34,230.076,2866.34,163.219,4493.1,130.495,97.7258,-77.5442
279,27.1,51.1716,5.46541,108.081,13.1162,-148.974,-189.421,126.637,715.88,306.218,1415.21,230.896,2866.31,163.806,4493.09,130.965,100.116,-77.8189
280,23.3789,52.9755,2.44223,108.192,15.6783,-148.727,-190.571,124.898,715.436,307.255,1415.07,231.717,2866.28,164.392,4493.07,131.434,102.458,-78.0557
281,19.5386,54.5092,-0.582868,108.218,18.2358,-148.435,-191.705,123.148,714.99,308.291,1414.94,232.537,2866.24,164.978,4493.06,131.903,104.753,-78.2563
282,15.5986,55.7649,-3.60751,108.159,20.7879,-148.099,-192.823,121.388,714.543,309.326,1414.8,233.357,2866.21,165.565,4493.05,132.373,107.001,-78.4222
283,11.579,56.7362,-6.62932,108.016,23.3339,-147.719,-193.925,119.618,714.094,310.361,1414.66,234.177,2866.17,166.151,4493.03,132.842,109.203,-78.5548
284,7.50041,57.4181,-9.64595,107.789,25.8729,-147.296,-195.011,117.838,713.644,311.395,1414.53,234.997,2866.14,166.738,4493.02,133.311,111.361,-78.6555
285,3.38354,57.8071,-12.655,107.477,28.4043,-146.829,-196.08,116.048,713.192,312.429,1414.39,235.817,2866.11,167.324,4493,133.78,113.476,-78.7254
286,-0.750582,57.9013,-15.6542,107.082,30.9272,-146.318,-197.133,114.249,712.739,313.462,1414.25,236.637,2866.07,167.911,4492.99,134.25,115.548,-78.7657
287,-4.88088,57.7002,-18.6412,106.602,33.441,-145.764,-198.17,112.44,712.285,314.494,1414.12,237.457,2866.04,168.497,4492.98,134.719,117.578,-78.7774
288,-8.98628,57.2048,-21.6136,106.039,35.9449,-145.167,-199.19,110.621,711.828,315.526,1413.98,238.277,2866,169.084,4492.96,135.188,119.567,-78.7616
289,-13.0458,56.4176,-24.5691,105.394,38.4382,-144.527,-200.193,108.793,711.371,316.557,1413.84,239.096,2865.97,169.67,4492.95,135.657,121.516,-78.7192
290,-17.0389,55.3428,-27.5054,104.666,40.9201,-143.844,-201.18,106.956,710.911,317.587,1413.7,239.916,2865.93,170.256,4492.93,136.127,123.425,-78.6511
291,-20.945,53.9856,-30.4202,103.856,43.3898,-143.119,-202.149,105.11,710.451,318.616,1413.56,240.735,2865.9,170.843,4492.92,136.596,125.295,-78.5582
292,-24.7443,52.3531,-33.3112,102.965,45.8467,-142.351,-203.102,103.256,709.989,319.645,1413.42,241.555,2865.86,171.429,4492.9,137.065,127.126,-78.4412
293,-28.4174,50.4536,-36.1761,101.993,48.29,-141.541,-204.038,101.392,709.525,320.674,1413.28,242.374,2865.83,172.016,4492.89,137.534,128.92,-78.3008
294,-31.9455,48.2968,-39.0128,100.942,50.719,-140.689,-204.956,99.5203,709.06,321.701,1413.14,243.193,2865.79,172.602,4492.88,138.004,130.676,-78.1379
295,-35.3108,45.8936,-41.819,99.8121,53.133,-139.796,-205.857,97.6401,708.593,322.728,1412.99,244.012,2865.76,173.188,4492.86,138.473,132.396,-77.953
296,-38.4959,43.2564,-44.5925,98.604,55.5313,-138.861,-206.742,95.7517,708.125,323.754,1412.85,244.831,2865.72,173.775,4492.85,138.942,134.08,-77.7468
297,-41.4847,40.3985,-47.3311,97.3188,57.9131,-137.884,-207.608,93.8553,707.655,324.78,1412.71,245.65,2865.69,174.361,4492.83,139.411,135.728,-77.5199
298,-44.2618,37.3346,-50.0328,95.9575,60.2778,-136.867,-208.458,91.9511,707.184,325.805,1412.57,246.469,2865.65,174.947,4492.82,139.881,137.341,-77.273
299,-46.8133,34.0803,-52.6953,94.5213,62.6246,-135.81,-209.29,90.0391,706.712,326.829,1412.42,247.288,2865.61,175.534,4492.8,140.35,138.919,-77.0064
300,-49.1259,30.6521,-55.3167,93.0111,64.9529,-134.712,-210.104,88.1196,706.238,327.852,1412.28,248.107,2865.58,176.12,4492.79,140.819,140.463,-76.7208
301,-51.188,27.0676,-57.8948,91.4282,67.2619,-133.575,-210.901,86.1927,705.762,328.875,1412.13,248.926,2865.54,176.706,4492.77,141.288,141.972,-76.4167
